ID;Codigo;Empresa;Setor;Segmento;PVP;Tag_Along;Free_Float;Graham;Cotacao;Soma_Total
721854851;TASA4;TAURUS ARMAS;Bens Industriais;Armas e Munições;1.91;100.0;60.39;21.42;15.95;11
3834512515;UCAS3;UNICASA;Consumo Cíclico;Móveis;0.89;100.0;43.14;4.13;2.6;8
407662172;BEES3;BANCO BANESTES;Não encontrado;Não encontrado;1.34;0.0;0.0;12.27;8.6;7
2017660275;FRTA3;POMIFRUTAS;Consumo não Cíclico;Agricultura;-0.09;100.0;37.01;0.0;3.14;6
4127410744;CRPG3;TRONOX PIGMENTOS DO BRASIL;Materiais Básicos;Químicos Diversos;1.84;0.0;100.0;50.19;44.5;10
2342188645;RAPT3;RANDON;Bens Industriais;Material Rodoviário;1.02;80.0;60.44;17.05;9.11;7
2467009240;RDNI3;RNI NEGÓCIOS IMOBILIÁRIOS;Consumo Cíclico;Incorporações;0.33;100.0;32.1;0.0;4.64;6
2378911495;ALUP3;ALUPAR INVESTIMENTO S/A;Utilidade Pública;Energia Elétrica;1.16;100.0;47.84;12.34;9.5;5
2116880331;OFSA3;OURO FINO SAÚDE ANIMAL;Saúde;Medicamentos e Outros Produtos;1.75;100.0;43.38;9.42;21.59;4
2371438582;BRPR3;BR PROPERTIES;Financeiro;Exploração de Imóveis;0.06;100.0;37.77;0.0;229.84;4
1900280451;BPAC5;BANCO BTG PACTUAL;Não encontrado;Não encontrado;2.09;0.0;0.0;8.17;8.49;7
2746357114;JFEN3;JOÃO FORTES ENGENHARIA S.A.;Consumo Cíclico;Incorporações;-0.08;0.0;47.93;0.0;2.4;5
1292447351;SCAR3;SÃO CARLOS;Financeiro;Exploração de Imóveis;0.9;100.0;39.2;17.49;23.99;4
1354104057;NUTR3;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;Materiais Básicos;Fertilizantes e Defensivos;1.51;100.0;24.56;3.8;3.59;7
4050376260;RPMG3;REFINARIA DE PETROLEOS MANGUINHOS;Petróleo, Gás e Biocombustíveis;Exploração . Refino e Distribuição;-0.03;0.0;34.94;0.0;2.3;5
2139879743;CEBR5;CIA ENERGÉTICA DE BRASILIA;Utilidade Pública;Energia Elétrica;0.99;0.0;19.85;28.59;13.79;9
3926216276;CEEB3;COELBA;Utilidade Pública;Energia Elétrica;1.6;0.0;1.05;57.17;38.5;6
2386619441;SLED3;SARAIVA;Consumo não Cíclico;Produtos Diversos;-0.08;100.0;331.27;0.0;3.21;9
1244125690;LVTC3;WDC NETWORKINGS;Telecomunicações;Telecomunicações;0.4;100.0;33.32;6.86;4.0;6
1683728328;TRPL3;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;Utilidade Pública;Energia Elétrica;1.13;80.0;64.18;46.39;30.0;6
1838904272;CSRN5;COSERN;Utilidade Pública;Energia Elétrica;3.12;0.0;6.95;27.85;28.25;6
3235453062;BAZA3;BANCO AMAZONIA;Não encontrado;Não encontrado;0.92;0.0;0.0;221.02;89.74;8
925042552;EUCA3;EUCATEX;Materiais Básicos;Madeira;0.59;80.0;74.79;38.14;13.72;6
3075798494;ENGI3;ENERGISA;Utilidade Pública;Energia Elétrica;2.56;100.0;60.97;10.1;14.88;5
428428188;MNPR3;MINUPAR;Consumo não Cíclico;Carnes e Derivados;-0.31;0.0;42.32;0.0;14.41;5
4186612216;REDE3;REDE ENERGIA;Utilidade Pública;Energia Elétrica;3.2;0.0;2.46;5.01;5.76;6
1438393757;WHRL3;WHIRLPOOL;Consumo Cíclico;Eletrodomésticos;2.76;0.0;100.0;2.87;4.38;8
3527572638;ALPA3;ALPARGATAS;Consumo Cíclico;Calçados;1.06;80.0;31.69;0.0;8.25;5
2086876246;EQPA6;EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A.;Não encontrado;Não encontrado;5.85;0.0;3.85;5.6;10.05;6
1718441593;HAGA3;HAGA S/A;Bens Industriais;Produtos para Construção;-0.56;0.0;75.75;0.0;2.62;8
1238877256;BRGE7;CONSÓRCIO ALFA DE ADMINISTRAÇÃO;Não encontrado;Não encontrado;0.52;0.0;19.19;20.95;9.27;6
1022641788;NEXP3;NEXPE PARTICIPAÇÕES S.A.;Financeiro;Exploração de Imóveis;-0.11;100.0;39.11;0.0;5.47;5
2002486001;EPAR3;EMBPAR;Financeiro;Holdings Diversificadas;1.75;0.0;10.43;32.44;15.9;9
3174948359;EALT3;ELECTRO ACO ALTONA;Bens Industriais;Máquinas e Equipamentos Industriais;0.79;0.0;100.0;17.56;7.75;6
232375686;ATOM3;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S/A;Financeiro;Outros;2.58;0.0;25.34;1.29;2.11;5
1060472454;CTNM3;COTEMINAS;Consumo Cíclico;Fios e Tecidos;0.47;0.0;47.07;0.0;9.43;5
1511274593;AFLT3;AFLUENTE;Utilidade Pública;Energia Elétrica;1.81;0.0;1.37;6.04;7.19;3
968472008;CGRA3;GRAZZIOTIN;Consumo Cíclico;Tecidos . Vestuário e Calçados;0.59;100.0;54.97;67.52;24.9;8
3004389133;BAHI3;BAHEMA;Consumo Cíclico;Serviços Educacionais;3.89;0.0;26.1;0.0;9.55;5
2803466707;TELB3;TELEBRAS;Telecomunicações;Telecomunicações;0.85;0.0;4.29;0.0;16.5;6
1937971099;CGAS3;COMGÁS;Utilidade Pública;Gás;161.27;0.0;0.86;7.49;120.0;6
55131113;BALM3;BAUMER;Saúde;Equipamentos;0.7;0.0;34.89;17.72;10.15;6
1749524121;CLSC3;CELESC;Utilidade Pública;Energia Elétrica;0.72;100.0;75.46;172.2;59.99;9
2870288189;GEPA3;RIO PARANAPANEMA;Utilidade Pública;Energia Elétrica;1.08;0.0;3.81;42.02;23.69;6
3030076649;CEDO3;CEDRO TÊXTIL;Consumo Cíclico;Fios e Tecidos;1.06;80.0;60.55;24.85;16.0;7
3911232474;BMEB3;BANCO MERCANTIL DO BRASIL;Não encontrado;Não encontrado;1.15;0.0;0.0;25.29;15.41;7
3719833056;CBEE3;AMPLA ENERGIA E SERVICOS;Utilidade Pública;Energia Elétrica;0.7;0.0;0.2;0.0;15.9;4
74689911;BIOM3;BIOMM;Saúde;Medicamentos e Outros Produtos;3.02;0.0;61.74;0.0;4.5;4
194592691;SOND3;SONDOTECNICA ENGENHARIA SOLOS S.A.;Não encontrado;Não encontrado;1.52;0.0;35.96;58.29;34.43;8
2066903909;CALI3;CONSTRUTORA ADOLPHO LINDENBERG;Consumo Cíclico;Incorporações;1.74;0.0;12.18;29.99;14.2;8
1567743055;BRIV3;BANCO ALFA DE INVESTIMENTO;Não encontrado;Não encontrado;0.59;0.0;0.0;22.29;11.36;5
1942001923;BMKS3;BICICLETAS MONARK;Consumo Cíclico;Bicicletas;0.68;0.0;22.0;760.79;297.7;8
2011264534;PTNT3;PETTENATI;Consumo Cíclico;Fios e Tecidos;1.46;80.0;66.52;11.47;11.21;6
3874082593;AVLL3;ALPHAVILLE;Financeiro;Exploração de Imóveis;-0.25;100.0;15.57;0.0;4.46;5
207738609;RPAD3;ALFA HOLDINGS;Financeiro;Serviços Financeiros Diversos;0.6;0.0;24.65;14.87;7.55;6
2704092283;BNBR3;BANCO NORDESTE DO BRASIL;Não encontrado;Não encontrado;0.81;0.0;0.0;257.7;91.96;7
3912538863;ENMT3;ENERGISA MATO GROSSO;Utilidade Pública;Energia Elétrica;4.2;0.0;2.49;38.59;62.49;6
2134285635;BGIP3;BANCO BANESE;Não encontrado;Não encontrado;0.73;0.0;0.0;53.88;25.86;7
1166969233;DOHL3;DOHLER;Não encontrado;Não encontrado;0.76;0.0;12.77;0.0;7.0;5
4050645138;PLAS3;PLASCAR PARTICIPAÇÕES;Consumo Cíclico;Automóveis e Motocicletas;-0.29;0.0;40.01;0.0;7.7;5
2298504378;MNDL3;MUNDIAL S/A;Consumo Cíclico;Acessórios;0.79;0.0;67.22;753.55;54.0;7
2678953838;BSLI3;BANCO DE BRASILIA S.A.;Não encontrado;Não encontrado;2.23;0.0;0.0;10.9;14.0;4
3588178264;GSHP3;GENERAL SHOPPING;Financeiro;Exploração de Imóveis;-0.04;100.0;74.05;0.0;14.5;6
1892518407;HBTS5;HABITASUL;Financeiro;Exploração de Imóveis;0.9;0.0;63.98;136.06;56.5;8
3067464793;JOPA3;JOSAPAR JOAQUIM OLIVEIRA S/A PARTICIPAÇÕES;Consumo não Cíclico;Alimentos Diversos;0.39;0.0;21.19;40.45;21.0;4
2092082806;CRIV3;FINANCEIRA ALFA S.A.;Financeiro;Sociedade de Crédito e Financiamento;0.6;0.0;24.25;6.44;6.1;4
1560398457;PEAB3;CIA PARTICIPAÇÕES ALIANÇA DA BAHIA;Financeiro;Holdings Diversificadas;0.63;0.0;34.1;46.47;33.9;4
2997922364;FESA3;FERBASA;Materiais Básicos;Siderurgia;1.56;80.0;46.21;79.63;57.01;9
3144285246;CEED3;CEEE-D;Utilidade Pública;Energia Elétrica;-0.88;80.0;4.89;0.0;36.97;4
4201193;PATI3;PANATLANTICA;Materiais Básicos;Artefatos de Ferro e Aço;0.71;0.0;4.57;28.47;25.15;5
799364027;FRIO3;METALFRIO SOLUTIONS;Bens Industriais;Máquinas e Equipamentos Industriais;-0.44;100.0;45.49;0.0;45.05;5
1509453615;AHEB5;SÃO PAULO TURISMO S.A.;Consumo Cíclico;Produção de Eventos e Shows;16.53;0.0;3.25;14.05;16.59;7
1656027370;MRSA6B;MRS LOGÍSTICA S.A.;Bens Industriais;Transporte Ferroviário;1.5;0.0;1.84;34.95;26.5;6
3858266131;ESTR3;ESTRELA;Não encontrado;Não encontrado;-0.19;0.0;6.84;0.0;12.59;4
3663781056;WLMM3;WLM INDÚSTRIA E COMÉRCIO;Bens Industriais;Material de Transporte;1.52;0.0;15.11;35.43;27.34;8
4203407850;VIIA3;GRUPO CASAS BAHIA S.A;Consumo Cíclico;Eletrodomésticos;0.39;100.0;98.66;0.0;0.75;6
2582431191;MOAR3;MONTEIRO ARANHA S.A.;Financeiro;Holdings Diversificadas;3.06;0.0;2.21;439.48;388.0;9
546803630;DTCY3;DTCOM - DIRECT TO COMPANY S.A.;Bens Industriais;Serviços Diversos;-153.05;0.0;2.02;0.0;5.06;6
285257366;BMIN3;BANCO MERCANTIL DE INVESTIMENTOS;Não encontrado;Não encontrado;0.8;0.0;0.0;34.93;22.4;5
187493394;NORD3;NORDON INDUSTRIAS METALÚRGICAS S.A.;Bens Industriais;Máquinas e Equipamentos Industriais;-0.23;0.0;1.07;0.0;5.46;3
1057628509;CSAB3;CIA SEGUROS ALIANÇA DA BAHIA;Financeiro;Seguradoras;1.26;0.0;52.7;35.57;33.5;5
3985544296;MWET3;WETZEL;Bens Industriais;Material Rodoviário;-2.29;0.0;49.97;0.0;13.3;4
3683029691;ENBR3;EDP - ENERGIAS DO BRASIL S.A.;Utilidade Pública;Energia Elétrica;1.3;100.0;42.33;16.57;24.08;4
3620288885;MTSA3;METISA;Bens Industriais;Máquinas e Equipamentos de Construção e Agrícolas;1.66;0.0;39.27;107.2;79.0;8
937169720;BOAS3;BOA VISTA;Financeiro;Serviços Financeiros Diversos;1.84;100.0;99.67;7.26;7.98;10
128042756;GPAR3;CIA CELG DE PARTICIPAÇÕES;Utilidade Pública;Energia Elétrica;4.92;0.0;0.1;7.41;44.51;4
873657629;MODL3;MODAL MAIS;Não encontrado;Não encontrado;1.82;0.0;0.0;0.0;3.08;4
3815315271;CTKA3;KARSTEN;Consumo Cíclico;Fios e Tecidos;-0.84;0.0;12.86;0.0;18.0;5
4023857087;MERC3;MERCANTIL DO BRASIL FINANCEIRA;Financeiro;Sociedade de Crédito e Financiamento;1.11;0.0;13.9;0.0;15.28;4
4007850186;CEGR3;CIA DISTRIBUIDORA DE GÁS DO RJ;Não encontrado;Não encontrado;18.43;0.0;0.16;11.61;85.0;4
80982320;MAPT3;CEMEPE INVESTIMENTOS S.A.;Financeiro;Outros;-4.45;0.0;3.89;0.0;30.05;4
3483855967;CRDE3;CR2 EMPREENDIMENTOS;Consumo Cíclico;Incorporações;0.44;0.0;98.29;0.0;16.0;4
1728434767;IGBR3;IGB ELETRÔNICA S/A;Financeiro;Exploração de Imóveis;-0.34;0.0;100.0;0.0;175.99;8
2118989956;PARD3;INSTITUTO HERMES PARDINI S.A;Saúde;Serviços Médicos, Hospitalares, Análises e Diagnósticos;5.3;100.0;0.0;6.88;20.25;6
3360737023;CASN3;CASAN;Não encontrado;Não encontrado;4.69;0.0;0.01;2.04;9.61;3
1149831051;MSPA3;EDITORA MELHORAMENTOS;Não encontrado;Não encontrado;0.36;0.0;11.8;86.97;46.19;3
2998134225;BRML3;BR MALLS;Financeiro;Exploração de Imóveis;0.61;100.0;100.0;15.24;8.26;6
1084715816;DMMO3;DOMMO ENERGIA;Petróleo, Gás e Biocombustíveis;Exploração . Refino e Distribuição;-1.72;0.0;0.0;0.0;1.76;5
4036329149;GETT3;GETNET ADQUIRENCIA E SERVIÇOS S.A.;Financeiro;Serviços Financeiros Diversos;1.24;100.0;10.09;3.74;2.4;5
2525497946;SULA3;SUL AMÉRICA;Financeiro;Seguradoras;1.13;100.0;66.7;4.54;7.43;5
1640640214;CEPE6;CELPE;Utilidade Pública;Energia Elétrica;2.1;0.0;0.0;21.99;43.0;3
2920372366;TCNO3;TECNOSOLO ENGENHARIA;Bens Industriais;Engenharia Consultiva;-8.4;0.0;0.0;0.0;1.2;4
1298347537;BLUT3;BLUE TECH SOLUTIONS E.Q.I. S.A.;Financeiro;Holdings Diversificadas;0.46;0.0;0.0;0.0;5.14;4
411338924;SHUL3;SCHULZ;Não encontrado;Não encontrado;8.26;0.0;56.6;8.19;27.65;7
465244895;FIGE3;INVESTIMENTOS BEMGE S.A.;Não encontrado;Não encontrado;0.18;0.0;1.8;73.95;11.99;5
3645655244;FNCN3;FINANSINOS S.A. - CREDITO FINANC. E INVEST.;Financeiro;Sociedade de Crédito e Financiamento;0.96;0.0;16.36;42.5;14.25;7
1499686813;TEKA3;TEKA;Consumo Cíclico;Fios e Tecidos;0.0;0.0;0.0;0.0;8.23;4
862756327;HETA3;HERCULES S.A. FABRICA DE TALHERES;Consumo Cíclico;Utensílios Domésticos;-0.14;0.0;47.8;0.0;96.0;6
4010825324;LCAM3;LOCAMERICA;Consumo Cíclico;Aluguel de carros;1.74;100.0;0.0;14.13;24.15;3
1115464709;BIDI3;BANCO INTER;Não encontrado;Não encontrado;1.08;0.0;0.0;0.0;3.49;2
4146093675;EEEL3;CEEE-GT;Utilidade Pública;Energia Elétrica;2.02;80.0;0.74;533.07;294.77;7
4186155742;BBRK3;BRASIL BROKERS;Financeiro;Intermediação Imobiliária;5.14;100.0;39.11;0.0;0.8;3
463228766;CESP5;CESP;Não encontrado;Não encontrado;0.91;0.0;0.0;73.74;25.0;5
2356949436;MOSI3;MOSAICO - ZOOM;Tecnologia da Informação;Programas e Serviços;1.56;100.0;0.0;5.56;8.24;5
828265857;POWE3;FOCUS ENERGIA HOLDING PARTICIPAÇÕES S.A.;Utilidade Pública;Energia Elétrica;0.99;100.0;47.61;10.68;10.9;5
2326055612;ECPR3;ENCORPAR;Não encontrado;Não encontrado;1.21;0.0;1.35;0.0;90.25;3
4098105367;GNDI3;NOTRE DAME INTERMÉDICA;-;-;0.0;0.0;0.0;0.0;0.0;3
1735277008;LAME3;LOJAS AMERICANAS;Consumo Cíclico;Produtos Diversos;1.77;100.0;58.43;7.71;15.08;7
3385245619;IGTA3;IGUATEMI;Financeiro;Exploração de Imóveis;1.25;100.0;0.0;26.33;29.49;4
3609181772;HGTX3;CIA HERING;Consumo Cíclico;Vestuário;3.67;100.0;0.0;9.35;38.52;6
1450743252;TESA3;TERRA SANTA AGRO;Consumo não Cíclico;Agricultura;0.76;100.0;0.0;0.0;22.43;4
3117934613;BTOW3;B2W DIGITAL;Consumo Cíclico;Produtos Diversos;0.89;100.0;36.03;0.0;14.67;6
2265295942;LINX3;LINX;Tecnologia da Informação;Programas e Serviços;4.37;100.0;78.12;0.0;37.34;6
259616868;SMLS3;SMILES;Consumo Cíclico;Programas de Fidelização;4.09;100.0;0.0;16.0;22.4;8
2140587843;MMXM3;MMX MINERAÇÃO E METÁLICOS S.A.;Materiais Básicos;Minerais Metálicos;-0.11;100.0;0.0;0.0;14.0;5
1967964391;BSEV3;BIOSEV;Consumo não Cíclico;Açucar e Alcool;-10.84;100.0;0.0;0.0;9.0;7
1451376122;BPAR3;BANCO BANPARA;Não encontrado;Não encontrado;0.74;0.0;0.0;234.04;132.71;6
2046282229;VSPT3;FERROVIA CENTRO-ATLÂNTICA S.A.;Não encontrado;Não encontrado;0.37;0.0;0.0;0.0;5.0;3
2965770035;MTIG3;METALGRÁFICA IGUAÇU S.A.;Não encontrado;Não encontrado;0.0;0.0;18.28;0.0;5.21;4
2703109506;LUXM3;TREVISA;Não encontrado;Não encontrado;0.06;0.0;30.35;9.45;0.33;6
3874964545;TKNO3;TEKNO S.A.;Não encontrado;Não encontrado;0.62;0.0;50.0;143.34;56.88;8
1966374895;MGEL3;MANGELS INDUSTRIAL;Não encontrado;Não encontrado;13.35;0.0;49.03;69.27;74.1;4
